#;Player;Score;Kills;Death;Damage;Map Count;Teams;Maps;Rounds;K-D Diff;K/D;Rating1.0;First Place;Second Place;Third Place;Earnings
;Roflko;;;;;;['dxa', 'vertex'];454.0;11613.0;280.0;1.03;1.03;;;;
;Roman R.;;;;;;;;;;;;9.0;12.0;13.0;$68,545
743.0;RpK;5.8;0.63;0.67;69.75;146.0;['vitality', 'envy', 'titan', 'g2'];1503.0;39220.0;-608.0;0.98;0.97;51.0;29.0;15.0;$556,238
;RuFire;;;;;;['sgpro', '5balls', 'vpprodigy'];398.0;10563.0;-1980.0;0.75;0.78;;;;
523.0;RuStY;6.0;0.64;0.66;72.73;236.0;['gamerlegion'];1676.0;44997.0;-297.0;0.99;0.97;;;;
986.0;Ryu;5.6;0.59;0.68;63.41;52.0;;;;;;;;;;
90.0;Ryujin;6.3;0.74;0.67;78.6;123.0;['arcred'];208.0;5052.0;245.0;1.07;1.05;;;;
96.0;Ryxxo;6.3;0.7;0.63;75.82;30.0;['tricked', 'singularity'];906.0;23810.0;2059.0;1.14;1.08;;;;
1030.0;S0tF1k;5.5;0.54;0.69;64.82;88.0;['spirit', 'espada', 'spirit-academy'];1422.0;37475.0;-2357.0;0.91;0.92;15.0;23.0;11.0;$70,506
;S1rva;;;;;;['ence-academy'];337.0;8865.0;-1287.0;0.79;0.83;;;;
721.0;S3NSEY;5.8;0.63;0.64;63.05;106.0;['sangal', 'big-academy'];380.0;10165.0;113.0;1.02;0.99;;;;
;SADDYX;;;;;;['sj'];653.0;17513.0;-341.0;0.97;0.96;;;;
;SADZED;;;;;;['goodjob'];246.0;6400.0;4.0;1.0;0.98;;;;
;SAGGERTON;;;;;;['igamecom', 'rctic', 'lgr'];540.0;14097.0;-231.0;0.98;0.99;;;;
;SANJI;;;;;;['virtuspro', 'avangar', 'syman'];741.0;19869.0;-999.0;0.92;0.92;15.0;8.0;4.0;$319,760
;SATURN;;;;;;['strife', 'recon-5', 'onet4p'];240.0;6197.0;-248.0;0.94;0.94;;;;
720.0;SBT;5.8;0.61;0.68;68.41;33.0;['ambush', 'the-prodigies', 'arcadia', 'apologis'];214.0;5749.0;-579.0;0.86;0.88;;;;
773.0;SELLTER;5.8;0.62;0.66;68.69;329.0;['aurora', 'forze', 'unique', 'tag'];640.0;16468.0;-252.0;0.98;0.96;;;;
;SEMINTE;;;;;;['nexus', 'xpc'];737.0;19460.0;-601.0;0.95;0.95;;;;
;SEMPHIS;;;;;;['splyce', 'tsm', 'complexity'];848.0;21936.0;-33.0;1.0;0.99;6.0;13.0;10.0;$76,706
936.0;SENER1;5.6;0.58;0.67;67.11;358.0;['guild-eagles', 'bad-news-eagles', 'blink'];740.0;19233.0;-1417.0;0.89;0.9;16.0;13.0;7.0;$68,229
24.0;SENSEi;6.5;0.72;0.58;76.44;49.0;['cr4zy', 'ikla', 'project-x', 'akuma', 'iron-branch'];623.0;16671.0;3187.0;1.35;1.16;;;;
239.0;SHOCK;6.1;0.69;0.66;76.22;407.0;['sinners'];1239.0;32587.0;790.0;1.04;1.01;21.0;26.0;19.0;$74,686
861.0;SHOOWTiME;5.7;0.6;0.71;70.36;95.0;['luminosity', 'imperial'];1178.0;30549.0;-827.0;0.96;0.96;25.0;5.0;20.0;$94,903
898.0;SHiNE;5.7;0.59;0.67;65.8;338.0;['eyeballers'];559.0;14727.0;-1114.0;0.89;0.89;;;;
319.0;SHiPZ;6.1;0.69;0.7;77.88;226.0;['500', 'skade', 'windigo'];2039.0;54029.0;2510.0;1.07;1.06;36.0;18.0;14.0;$294,903
666.0;SIXER;5.9;0.63;0.65;68.13;30.0;['ldlc', 'envy'];1174.0;31022.0;1265.0;1.07;1.01;24.0;13.0;15.0;$299,776
293.0;SKRZYNKA;6.1;0.68;0.7;77.1;125.0;;;;;;;;;;
;SKYTTEN;;;;;;['orbit', 'lgb'];382.0;10157.0;328.0;1.05;1.02;;;;
55.0;SLIGHT;6.4;0.71;0.6;74.28;138.0;['wildcard', 'strife', 'detonate'];568.0;14359.0;859.0;1.09;1.04;;;;
810.0;SLOWLY;5.8;0.63;0.72;71.65;64.0;['tyloo', 'ehome'];581.0;15418.0;689.0;1.07;1.05;;;;
796.0;SLY;5.8;0.63;0.71;71.35;88.0;['777', 'pompa', 'apeks-rebels'];314.0;8234.0;25.0;1.0;1.02;;;;
;SNk;;;;;;['tengri'];227.0;5995.0;515.0;1.13;1.1;;;;
;SOKER;;;;;;['movistar-riders', 'x6tence', 'k1ck'];651.0;17048.0;-439.0;0.96;0.97;;;;
;SOON;;;;;;['pride', 'venatores', 'esc', 'x-kom'];314.0;8179.0;-135.0;0.98;0.96;;;;
564.0;SPELLAN;5.9;0.62;0.67;73.16;94.0;['skade', 'outlaws', 'windigo', 'epsilon'];1595.0;41447.0;-368.0;0.99;0.97;30.0;20.0;18.0;$69,938
731.0;SPine;5.8;0.61;0.67;67.95;46.0;;;;;;;;;;
;STOMP;;;;;;['x-kom', 'izako-boars', 'illuminar', 'honoris'];809.0;21729.0;1329.0;1.1;1.04;;;;
701.0;STYKO;5.8;0.62;0.65;70.7;407.0;['apeks', 'hellraisers', 'mouz', 'godsent'];1934.0;51030.0;139.0;1.0;0.99;22.0;18.0;19.0;$376,734
;SYSTEM;;;;;;['enterprise', 'sampi'];269.0;7209.0;-652.0;0.87;0.89;;;;
;SZPERO;;;;;;['wisla-krakow', 'kinguin', 'ago'];2194.0;58079.0;644.0;1.02;0.99;25.0;25.0;23.0;$234,625
255.0;SaMey;6.1;0.69;0.62;69.37;289.0;['anonymo', 'honoris'];571.0;14625.0;1400.0;1.16;1.07;;;;
1021.0;SaNt0S;5.5;0.58;0.72;67.26;38.0;;;;;;;;;;
795.0;SaVage;5.8;0.63;0.68;69.19;62.0;['looking-for-org', 'dire-wolves', 'encore'];429.0;10883.0;634.0;1.09;1.03;;;;
;SandeN;;;;;;['sk', 'efuture-dk'];373.0;9797.0;495.0;1.07;1.06;;;;
772.0;Sandman;5.8;0.65;0.72;71.01;43.0;;;;;;;;;;
964.0;Sanji;5.6;0.57;0.64;64.23;191.0;;;;;;;;;;
;Sapec;;;;;;['eyeballers', 'young-ninjas'];905.0;23860.0;-765.0;0.95;0.96;;;;
;SasuKe;;;;;;['darkpassage', 'royal-bandits', 'ex-darkpassage'];314.0;8227.0;-32.0;0.99;1.0;;;;
;Savage;;;;;;['vgcyberzen', 'vici', 'cyberzen', '5power'];836.0;21434.0;1926.0;1.14;1.08;44.0;32.0;17.0;$148,124
;Sayf;;;;;;['singularity', 'gatekeepers'];346.0;9334.0;684.0;1.11;1.08;;;;
;ScreaM;;;;;;['envy', 'g2', 'titan', 'verygames'];1428.0;37066.0;3099.0;1.13;1.09;27.0;21.0;20.0;$250,600
901.0;ScrunK;5.7;0.58;0.7;68.85;156.0;['alternate-attax', 'sangal', 'expert'];1163.0;31060.0;-3360.0;0.85;0.87;;;;
512.0;Sdaim;6.0;0.66;0.69;74.53;103.0;;;;;;;;;;
935.0;Seabra;5.6;0.59;0.69;68.27;35.0;;;;;;;;;;
;Senzu;;;;;;['themongolz', 'nkt'];201.0;4807.0;99.0;1.03;1.03;;;;
790.0;Sergiz;5.8;0.62;0.65;72.38;30.0;['cr4zy', 'project-x', 'akuma', 'windigo-academy'];465.0;12322.0;98.0;1.01;0.98;;;;
176.0;Sh4GGi;6.2;0.7;0.68;79.31;102.0;;;;;;;;;;
203.0;Shady;6.2;0.73;0.67;74.07;32.0;;;;;;;;;;
;ShahZaM;;;;;;['complexity', 'misfits', 'echo-fox', 'conquest', 'optic'];966.0;25252.0;2058.0;1.13;1.08;9.0;6.0;13.0;$129,173
1039.0;Shakezullah;5.4;0.54;0.71;63.19;92.0;['triumph', 'bad-news-bears', 'singularity', 'intact'];860.0;22392.0;-446.0;0.97;0.94;;;;
;Shara;;;;;;['flipsid3', 'spraynpray'];383.0;9929.0;-742.0;0.9;0.91;;;;
604.0;Shr;5.9;0.69;0.75;76.76;64.0;['gtz', 'ftw', 'saw-youngsters', 'offset'];218.0;5585.0;61.0;1.01;1.03;;;;
;SicK;;;;;;['rogue', 'misfits', 'tsm'];795.0;20701.0;1040.0;1.07;1.05;6.0;5.0;8.0;$91,434
954.0;Sico;5.6;0.59;0.68;66.3;147.0;['grayhound', 'renegades', 'order', 'kings'];1048.0;26546.0;3585.0;1.23;1.11;25.0;7.0;11.0;$87,251
;Sidney;;;;;;['ungentium', 'ago', 'pact', 'illuminar'];603.0;16222.0;-575.0;0.95;0.94;;;;
;SileNt;;;;;;['swole-patrol', 'method', 'nrg'];624.0;16235.0;-788.0;0.93;0.94;;;;
843.0;Silence;5.7;0.62;0.61;62.45;39.0;;;;;;;;;;
;Skadoodle;;;;;;['cloud9'];1047.0;27129.0;2458.0;1.15;1.06;23.0;12.0;12.0;$434,975
572.0;Skrimo;5.9;0.66;0.72;72.89;74.0;;;;;;;;;;
913.0;SkulL;5.7;0.6;0.73;71.39;41.0;['genuine', 'taboo', 'antic'];743.0;19137.0;-1360.0;0.9;0.92;;;;
;Skurk;;;;;;['london-conspiracy', 'h2k', 'norway', 'panters'];242.0;6340.0;-175.0;0.96;0.95;;;;
;Slemmy;;;;;;['complexity', 'cloud9', 'selfless'];445.0;11663.0;-1313.0;0.83;0.85;;;;
;Slugy;;;;;;['mythic', 'victorum'];246.0;6506.0;257.0;1.06;1.06;;;;
823.0;Sm1llee;5.8;0.63;0.71;70.85;123.0;['jano', 'hreds'];470.0;12353.0;-598.0;0.93;0.94;;;;
428.0;Smash;6.0;0.65;0.67;73.97;64.0;['ec-kyiv'];399.0;10752.0;-165.0;0.98;0.97;;;;
;SmithZz;;;;;;['g2', 'titan', 'verygames', 'envy'];1174.0;30442.0;-586.0;0.97;0.96;53.0;34.0;22.0;$297,421
828.0;Snakes;5.7;0.6;0.68;66.05;52.0;['strife', 'spacestation', 'the-quest', 'soar'];544.0;14013.0;241.0;1.03;1.0;;;;
945.0;Snappi;5.6;0.58;0.69;68.67;414.0;['heroic', 'ence', 'optic'];1825.0;48039.0;-1615.0;0.95;0.94;18.0;25.0;30.0;$422,075
495.0;Snax;6.0;0.66;0.68;74.82;282.0;['virtuspro', 'anonymo'];2460.0;64805.0;2691.0;1.06;1.03;26.0;23.0;38.0;$686,218
421.0;Snobling;6.0;0.66;0.67;73.91;71.0;;;;;;;;;;
209.0;Snowzin;6.2;0.7;0.68;76.98;145.0;;;;;;;;;;
289.0;Sobol;6.1;0.67;0.67;75.6;267.0;['pact', 'anonymo', 'honoris'];1319.0;34816.0;1791.0;1.08;1.05;;;;
;SolEk;;;;;;['alternate-attax', 'berzerk'];377.0;9498.0;-1285.0;0.81;0.84;;;;
241.0;Sonic;6.1;0.69;0.68;75.42;189.0;['bravado', 'extra-salt', 'cloud9'];1091.0;27653.0;2465.0;1.14;1.09;36.0;12.0;6.0;$121,646
482.0;SpAwNnS;6.0;0.66;0.72;74.51;39.0;;;;;;;;;;
665.0;Spargo;5.9;0.63;0.67;66.18;37.0;;;;;;;;;;
;SpawN;;;;;;;;;;;;17.0;10.0;4.0;$78,205
684.0;Spiidi;5.9;0.62;0.65;71.41;312.0;['sprout', 'mouz', 'alternate-attax'];2413.0;63834.0;133.0;1.0;0.98;31.0;25.0;25.0;$201,673
74.0;Spinx;6.3;0.72;0.63;77.6;427.0;['vitality', 'ence'];680.0;17845.0;1638.0;1.14;1.09;17.0;10.0;11.0;$574,458
;Spitfire;;;;;;['acer', 'nfaculty', 'lemondogs', 'property'];212.0;5599.0;78.0;1.02;1.01;;;;
1028.0;Spongey;5.5;0.56;0.7;63.48;50.0;['bad-news-bears', 'triumph'];862.0;22399.0;1034.0;1.08;1.02;;;;
248.0;Staehr;6.1;0.67;0.67;77.89;293.0;['astralis', 'sprout', 'opaa'];585.0;15601.0;389.0;1.04;1.02;4.0;2.0;9.0;$64,616
69.0;Starry;6.3;0.71;0.64;79.22;122.0;['lynn-vision'];361.0;9248.0;665.0;1.11;1.08;;;;
334.0;Sterzig;6.1;0.65;0.67;76.02;51.0;;;;;;;;;;
;Stev0se;;;;;;['ec-brugge'];511.0;13529.0;-140.0;0.99;0.98;;;;
707.0;Stewie2K;5.8;0.62;0.7;70.91;277.0;['cloud9', 'liquid'];1535.0;40053.0;349.0;1.01;1.01;34.0;22.0;24.0;$1,176,042
;Storm;;;;;;;;;;;;21.0;4.0;8.0;$84,205
;Straka;;;;;;['isurus', 'coscu-army', 'argentina'];325.0;8223.0;-30.0;0.99;1.0;;;;
;Strings;;;;;;['infamous', 'etherian', 'bushido-boyz'];217.0;5634.0;-218.0;0.95;0.96;;;;
;Subroza;;;;;;['ghost', 'french-canadians', 'clg', 'lazarus', 'orgless'];623.0;16275.0;375.0;1.03;1.03;10.0;8.0;4.0;$71,474
682.0;Summer;5.9;0.62;0.68;72.92;83.0;['tyloo', 'flash'];1384.0;35490.0;2770.0;1.12;1.07;47.0;18.0;24.0;$210,846
1068.0;Summy;5.1;0.52;0.78;60.95;38.0;;;;;;;;;;
112.0;SunPayus;6.3;0.7;0.58;71.99;330.0;['ence', 'movistar-riders'];574.0;15084.0;1998.0;1.23;1.11;4.0;5.0;13.0;$231,144
;Sunde;;;;;;;;;;;;20.0;8.0;7.0;$76,507
613.0;Surreal;5.9;0.64;0.66;71.08;363.0;['endpoint', 'epsilon', 'complexity'];1935.0;50550.0;-869.0;0.97;0.96;19.0;17.0;15.0;$107,584
529.0;Svedjehed;6.0;0.65;0.65;70.94;74.0;['lilmix', 'eyeballers'];501.0;13600.0;340.0;1.04;1.01;;;;
;Swahn;;;;;;['intact', 'bad-news-bears', 'detonate', 'bhop'];489.0;12881.0;599.0;1.07;1.03;;;;
1022.0;Swicher;5.5;0.58;0.68;65.21;35.0;;;;;;;;;;
194.0;Swisher;6.2;0.7;0.69;79.62;274.0;['m80', 'atk', 'bad-news-bears'];1063.0;27438.0;1216.0;1.07;1.05;33.0;21.0;9.0;$88,345
;Sync;;;;;;['athletico', 'dark-sided'];248.0;6354.0;-239.0;0.95;0.95;;;;
804.0;SynyX;5.8;0.63;0.69;69.81;61.0;;;;;;;;;;
;Sys;;;;;;['recca', 'nxl'];324.0;8237.0;435.0;1.08;1.05;;;;
431.0;Szejn;6.0;0.67;0.68;75.5;45.0;;;;;;;;;;
851.0;T4GG3D;5.7;0.61;0.68;69.41;197.0;;;;;;;;;;
;T4gg3D;;;;;;['sampi'];308.0;8128.0;-379.0;0.93;0.93;;;;
1031.0;TACO;5.5;0.55;0.69;64.35;122.0;['sk', 'mibr', 'godsent', 'liquid', 'luminosity'];1491.0;38834.0;-1626.0;0.94;0.92;31.0;20.0;26.0;$1,072,581
;TEKO;;;;;;['jaguares', 'intz', 'cruzeiro', 'los-grandes-academy'];229.0;5979.0;-497.0;0.88;0.9;;;;
;TENZKI;;;;;;['nordavind', 'dignitas'];1504.0;39564.0;1333.0;1.05;1.02;;;;
638.0;TMB;5.9;0.63;0.7;73.27;427.0;['copenhagen-flames', 'mad-lions', 'preasy', 'agf'];1267.0;33300.0;-1202.0;0.95;0.95;27.0;7.0;15.0;$113,501
858.0;TMKj;5.7;0.61;0.69;68.17;30.0;;;;;;;;;;
961.0;TOAO;5.6;0.59;0.68;66.3;200.0;['ago', 'izako-boars', 'illuminar'];1420.0;37614.0;-1718.0;0.93;0.93;22.0;17.0;23.0;$94,761
;TOBIZ;;;;;;['singularity', 'step'];251.0;6800.0;-719.0;0.84;0.86;;;;
;TOR;;;;;;['signature', 'beyond'];452.0;11472.0;657.0;1.09;1.06;;;;
;TORITO;;;;;;['infinity', 'niknexus'];231.0;5929.0;279.0;1.07;1.05;;;;
192.0;TRAVIS;6.2;0.69;0.64;75.8;270.0;['1win'];835.0;22099.0;891.0;1.06;1.04;19.0;9.0;11.0;$94,089
1058.0;TaZ;5.3;0.52;0.71;61.01;84.0;['virtuspro', 'honoris', 'kinguin'];2387.0;62925.0;-2423.0;0.94;0.94;58.0;44.0;51.0;$744,410
793.0;Tadpole;5.8;0.63;0.7;71.07;49.0;['into-the-breach', 'viperio', 'umx'];278.0;7389.0;-484.0;0.9;0.91;;;;
615.0;Tauson;5.9;0.64;0.67;72.66;193.0;['masonic', 'sprout', 'opaa'];524.0;13702.0;-423.0;0.95;0.95;;;;
259.0;TeSeS;6.1;0.68;0.66;76.07;638.0;['heroic', 'copenhagen-flames'];1122.0;29577.0;1167.0;1.06;1.04;28.0;10.0;13.0;$565,451
478.0;Techno;6.0;0.67;0.7;74.47;194.0;['themongolz', 'ihc', 'checkmate'];459.0;11869.0;-154.0;0.98;0.99;;;;
;TenZ;;;;;;['bad-news-bears', 'atk'];401.0;10399.0;839.0;1.12;1.1;;;;
874.0;Tender;5.7;0.61;0.69;69.27;37.0;['vendetta'];280.0;7342.0;20.0;1.0;1.0;;;;
;Tentpole;;;;;;;;;;;;15.0;13.0;7.0;$90,465
;Texta;;;;;;['chiefs', 'athletico', 'dark-sided'];631.0;15863.0;1742.0;1.16;1.13;;;;
632.0;The eLiVe;5.9;0.62;0.65;71.74;303.0;['sampi', 'enterprise'];975.0;25798.0;-698.0;0.96;0.95;;;;
475.0;Thomas;6.0;0.66;0.7;75.52;218.0;['endpoint', 'into-the-breach'];1176.0;31130.0;779.0;1.04;1.02;21.0;22.0;9.0;$79,481
140.0;TiGeR;6.2;0.7;0.67;75.54;46.0;;;;;;;;;;
;Tio;;;;;;['hafnet', 'all-knights', 'force-of-nature'];232.0;6076.0;239.0;1.06;1.01;;;;
;Tixo;;;;;;;;;;;;13.0;10.0;12.0;$85,649
551.0;TjP;5.9;0.66;0.7;74.36;83.0;['rooster', 'simplicity', 'kanga'];289.0;7111.0;-174.0;0.97;0.99;;;;
;ToM223;;;;;;['pride', 'pact'];362.0;9591.0;59.0;1.01;0.99;;;;
1071.0;Tomkeejs;5.0;0.48;0.72;56.5;33.0;;;;;;;;;;
;Tommy;;;;;;['boot-ds'];387.0;9900.0;-323.0;0.95;0.96;;;;
979.0;Topa;5.6;0.58;0.66;63.67;76.0;['navi-junior', 'ikla'];427.0;11035.0;-458.0;0.94;0.93;;;;
;Toy;;;;;;['method', 'rush', 'denial', 'freedom-35'];322.0;8318.0;-307.0;0.95;0.95;;;;
;Troubley;;;;;;['mouz', 'penta', 'planetkey'];266.0;6808.0;484.0;1.1;1.08;;;;
137.0;TruNiQ;6.3;0.71;0.67;79.51;123.0;['space', '9-pandas'];215.0;5547.0;310.0;1.08;1.05;;;;
914.0;Trucklover86;5.7;0.61;0.71;68.02;97.0;;;;;;;;;;
;Tsogoo;;;;;;['themongolz', 'mazaalai'];542.0;13768.0;-2.0;1.0;0.99;;;;
;TuGuX;;;;;;['space-soldiers', 'ex-darkpassage'];353.0;9169.0;-351.0;0.94;0.93;;;;
578.0;Tuurtle;5.9;0.65;0.66;72.13;291.0;['oddik', 'mibr', 'detona', 'bravos'];1174.0;30366.0;683.0;1.03;1.01;21.0;21.0;15.0;$81,792
;Twinx;;;;;;['lyngby-vikings'];251.0;6673.0;-31.0;0.99;0.97;;;;
;Twista;;;;;;['rctic', 'igamecom', 'lgr'];391.0;10297.0;-1267.0;0.83;0.84;;;;
175.0;Twistzz;6.2;0.69;0.62;75.29;617.0;['liquid', 'faze'];1683.0;43821.0;4634.0;1.17;1.11;24.0;23.0;18.0;$1,691,389
;Twixie;;;;;;['kova', 'havu'];767.0;20821.0;-780.0;0.94;0.94;;;;
;USTILO;;;;;;['renegades', 'order'];1153.0;29801.0;931.0;1.05;1.03;11.0;24.0;11.0;$134,355
;Uber;;;;;;['enemy', 'complexity', 'selfless'];399.0;10057.0;-299.0;0.96;0.96;;;;
185.0;Umar;6.2;0.71;0.69;74.85;78.0;['take-flyte', 'bad-news-bears', 'eros'];277.0;7106.0;-9.0;1.0;1.01;;;;
;UnK;;;;;;['stars-horizon'];243.0;6363.0;-2.0;1.0;0.99;;;;
948.0;Unshaark;5.6;0.59;0.7;66.9;32.0;;;;;;;;;;
;Uzzziii;;;;;;['ldlc', 'epsilon', 'imaginary'];262.0;6749.0;-384.0;0.92;0.93;;;;
;V4D1M;;;;;;['invictus', 'roar', '8easy', 'lynn-vision', 'invictus-international'];345.0;9013.0;509.0;1.09;1.04;;;;
;VANITY;;;;;;['vexed', 'defusekids', 'the-final-tribe'];203.0;5331.0;-223.0;0.94;0.95;;;;
610.0;VINI;5.9;0.63;0.66;70.92;499.0;['imperial', 'furia'];1271.0;32561.0;-63.0;1.0;0.99;22.0;24.0;19.0;$283,963
595.0;VIRREE;5.9;0.64;0.71;74.56;46.0;;;;;;;;;;
;VKLL;;;;;;['envyus-academy'];252.0;6474.0;-195.0;0.96;0.96;;;;
236.0;VLDN;6.2;0.66;0.62;74.3;190.0;['bleed', 'ination'];368.0;9498.0;628.0;1.11;1.06;;;;
739.0;Valencio;5.8;0.63;0.68;69.87;136.0;['eclot'];568.0;14917.0;-675.0;0.93;0.94;;;;
;Valiance;;;;;;['order', 'paradox'];728.0;18676.0;1163.0;1.1;1.06;;;;
426.0;Vegi;6.0;0.69;0.7;74.26;134.0;['virtuspro', 'pact', 'anonymo', 'illuminar'];1076.0;28855.0;-181.0;0.99;0.99;;;;
904.0;Vert;5.7;0.58;0.66;66.98;123.0;;;;;;;;;;
552.0;Vester;5.9;0.67;0.7;74.2;35.0;;;;;;;;;;
295.0;Vexite;6.1;0.7;0.69;75.51;150.0;['order', 'grayhound', 'chiefs'];558.0;13844.0;1109.0;1.12;1.1;;;;
;Viva;;;;;;['invictus', '5power', 'cyberzen'];597.0;15834.0;480.0;1.05;1.01;;;;
;Voltage;;;;;;['the-quest', 'triumph', 'soar', 'dignitas'];444.0;11421.0;571.0;1.08;1.02;;;;
;WARDELL;;;;;;['ghost', 'bees-money-crew', 'orgless'];609.0;15901.0;1648.0;1.17;1.1;;;;
;WHitE;;;;;;['xpc'];221.0;5683.0;-215.0;0.95;0.95;;;;
927.0;WOOD7;5.6;0.57;0.63;63.59;209.0;['oddik', 'bravos', 'fluxo', 'mibr'];900.0;23018.0;155.0;1.01;0.96;;;;
836.0;Wahtzz;5.7;0.62;0.67;68.58;61.0;['synck', 'sc', 'estownia'];285.0;7171.0;-42.0;0.99;0.98;;;;
751.0;Walco;5.8;0.63;0.67;69.95;182.0;['rbg', 'eg-black', 'evil-geniuses', 'carpe-diem'];820.0;21208.0;-652.0;0.96;0.96;;;;
373.0;Westmelon;6.1;0.67;0.69;74.98;122.0;['lynn-vision'];525.0;13484.0;498.0;1.05;1.05;;;;
287.0;Wicadia;6.1;0.7;0.7;76.15;170.0;['eternal-fire', 'eternal-fire-academy'];242.0;6060.0;-34.0;0.99;1.0;11.0;6.0;2.0;$79,114
;Wilky;;;;;;['imperium', 'northern-forces', 'recon-5'];241.0;6085.0;-199.0;0.95;0.96;;;;
308.0;WolfY;6.1;0.68;0.6;68.23;144.0;['ecstatic', 'lyngby-vikings', 'secret-club', 'fnatic-rising'];826.0;21562.0;1622.0;1.12;1.05;;;;
34.0;Wolffe;6.4;0.76;0.67;82.57;87.0;['rbg', 'take-flyte', 'unjustified'];368.0;9465.0;349.0;1.05;1.03;;;;
;WorldEdit;;;;;;['flipsid3', 'pro100', 'winstrike'];1331.0;34780.0;2443.0;1.11;1.07;13.0;9.0;11.0;$120,769
33.0;Woro2k;6.4;0.75;0.63;77.13;457.0;['monte', 'mad-lions'];816.0;21359.0;2871.0;1.21;1.13;16.0;14.0;16.0;$136,276
658.0;X5G7V;5.9;0.63;0.67;71.7;184.0;['k23', 'parivision'];533.0;14216.0;-84.0;0.99;0.97;;;;
17.0;XANTARES;6.5;0.74;0.65;83.58;498.0;['eternal-fire', 'space-soldiers', 'big'];2086.0;54870.0;7425.0;1.2;1.17;35.0;22.0;16.0;$447,659
406.0;XELLOW;6.0;0.67;0.64;67.89;316.0;['nexus'];1454.0;38119.0;3950.0;1.16;1.11;;;;
371.0;Xant3r;6.1;0.67;0.67;76.66;104.0;;;;;;;;;;
115.0;Xeppaa;6.3;0.73;0.68;76.27;104.0;['chaos', 'rap-gang', 'cloud9'];367.0;9519.0;703.0;1.11;1.08;;;;
;XiaosaGe;;;;;;;;;;;;46.0;18.0;13.0;$74,596
385.0;XigN;6.0;0.68;0.7;74.92;41.0;['nkt', 'mvp-pk', 'mvp-project'];844.0;21823.0;2448.0;1.17;1.12;20.0;10.0;13.0;$99,057
;Xizt;;;;;;['ninjas-in-pyjamas', 'fnatic'];1667.0;42881.0;511.0;1.02;0.98;60.0;29.0;25.0;$548,901
;XotiC;;;;;;['chococheck', 'rebirth', 'splyce'];375.0;9900.0;840.0;1.13;1.09;;;;
;Xp3;;;;;;['winterfox', 'denial', 'elevate'];502.0;13113.0;-792.0;0.91;0.92;;;;
;XpG;;;;;;['thedice', 'ldlc-blue'];243.0;6264.0;-494.0;0.89;0.91;;;;
;Xtinct;;;;;;['ground-zero'];264.0;6719.0;-862.0;0.82;0.84;;;;
791.0;Xyp9x;5.8;0.59;0.64;69.03;452.0;['astralis', 'tsm'];2188.0;57242.0;2187.0;1.06;1.01;48.0;31.0;45.0;$2,015,280
;YDNA;;;;;;['breakaway', 'funky-monkeys', 'dark-sided'];438.0;11346.0;95.0;1.01;0.99;;;;
120.0;YEKINDAR;6.3;0.71;0.7;81.26;518.0;['liquid', 'pro100', 'virtuspro', 'epg'];1354.0;35802.0;1535.0;1.06;1.06;26.0;16.0;8.0;$432,711
;YJ;;;;;;['w7m'];515.0;13453.0;-82.0;0.99;0.95;;;;
;YOUYOU;;;;;;['ldlc-blue', 'ares', 'maxisaucisse', 'belgium'];201.0;5139.0;-147.0;0.96;0.96;;;;
;Yvonne;;;;;;['emp', 'lynn-vision'];249.0;6409.0;-638.0;0.87;0.89;;;;
661.0;Yxngstxr;5.9;0.66;0.7;71.51;122.0;;;;;;;;;;
509.0;ZEDKO;6.0;0.66;0.67;72.86;376.0;['sinners', 'extatus'];1655.0;43313.0;114.0;1.0;0.99;40.0;18.0;24.0;$96,556
;ZELIN;;;;;;['alientech', 'giants', 'k1ck'];322.0;8462.0;856.0;1.15;1.11;;;;
;ZINKEN;;;;;;['x6tence-galaxy', 'epsilon', 'property'];303.0;8105.0;-235.0;0.96;0.94;;;;
697.0;ZOREE;5.8;0.63;0.66;67.61;99.0;['havu', 'jano', 'igamecom', 'sj'];1908.0;50859.0;4065.0;1.13;1.07;40.0;33.0;27.0;$140,962
865.0;ZeRRoFIX;5.7;0.6;0.66;65.93;48.0;;;;;;;;;;
;Zellsis;;;;;;['swole-patrol', 'lazarus'];626.0;16210.0;803.0;1.07;1.05;;;;
516.0;Zero;6.0;0.65;0.64;71.78;69.0;['gamerlegion', 'hellraisers', 'sinners'];1237.0;32902.0;897.0;1.04;1.0;16.0;10.0;11.0;$86,633
;Zeus;;;;;;['natus-vincere'];1405.0;37152.0;-1990.0;0.92;0.92;56.0;40.0;36.0;$787,817
;Zilkenberg;;;;;;['themongolz', 'august'];325.0;8261.0;487.0;1.09;1.06;;;;
;Zix;;;;;;['bpro'];400.0;10329.0;-166.0;0.98;0.98;;;;
;Zote;;;;;;['isurus', 'furious'];204.0;5147.0;-205.0;0.94;0.93;;;;
304.0;Zyphon;6.1;0.68;0.67;75.25;365.0;['copenhagen-flames', 'sprout'];806.0;21088.0;641.0;1.05;1.02;6.0;7.0;9.0;$71,900
1.0;ZywOo;6.9;0.81;0.59;84.02;603.0;['vitality'];1263.0;33050.0;7706.0;1.38;1.27;28.0;20.0;16.0;$978,874
;a2z;;;;;;['torqued', 'enigma6', 'dignitas', 'eunited', 'echo-fox'];200.0;5171.0;-277.0;0.92;0.93;;;;
401.0;aNdu;6.0;0.71;0.74;77.67;39.0;;;;;;;;;;
